"8 Slide Product Title","8 Slide Product Title"
"8 Slide Product Background","8 Slide Product Background"
"8 Slide Alt","8 Slide Alt"
"8 Slide Image Title","8 Slide Image Title"
"Title for 8 Slide Image","Title for 8 Slide Image"
"9 Show Slide","9 Show Slide"
"9 Slide Product","9 Slide Product"
"9 Slide Product Title","9 Slide Product Title"
"9 Slide Product Background","9 Slide Product Background"
"9 Slide Alt","9 Slide Alt"
"9 Slide Image Title","9 Slide Image Title"
"Title for 9 Slide Image","Title for 9 Slide Image"
"10 Show Slide","10 Show Slide"
"10 Slide Product","10 Slide Product"
"10 Slide Product Title","10 Slide Product Title"
"10 Slide Product Background","10 Slide Product Background"
"10 Slide Alt","10 Slide Alt"
"10 Slide Image Title","10 Slide Image Title"
"Title for 10 Slide Image","Title for 10 Slide Image"
"Category Products Slider","Category Products Slider"
"FAQ List","FAQ List"
"Question text 1","Question text 1"
"Answer text 1","Answer text 1"
"Question text 2","Question text 2"
"Answer text 2","Answer text 2"
"Question text 3","Question text 3"
"Answer text 3","Answer text 3"
"Question text 4","Question text 4"
"Answer text 4","Answer text 4"
"Question text 5","Question text 5"
"Answer text 5","Answer text 5"
"KNV","KNV"
"Server Configuration","Server Configuration"
"FTP Host","FTP Host"
"Username","Username"
"Directory","Directory"
"Libreka","Libreka"
"Import Filenames","Import Filenames"
"Name Of The File With All Books","Name Of The File With All Books"
"Name Of The File With Deleted Books","Name Of The File With Deleted Books"
"Name Of The File With New Books","Name Of The File With New Books"
"Name Of The File With Updated Books","Name Of The File With Updated Books"
"Manage Payment options","Manage Payment options"
"Read Rate","Read Rate"
"BOOKS AND OTHER CONTENT","BOOKS AND OTHER CONTENT"
"Title","Title"
"Number of Products to Display","Number of Products to Display"
"Cache Lifetime (Seconds)","Cache Lifetime (Seconds)"
"86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache.","86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache."
"Category for product listing","Category for product listing"
"Last item for product listing","Last item for product listing"
"Details","Details"
"More Information","More Information"
"Partners","Partners"
"Komsa","Komsa"
"FTP Credentials","FTP Credentials"
"Host","Host"
"Arrow Link Banner","Arrow Link Banner"
"Link 1","Link 1"
"Display name","Display name"
"Link url","Link url"
"Link 2","Link 2"
"Link 3","Link 3"
"One Img Link Banner","One Img Link Banner"
"Banner Image","Banner Image"
"Choose image for banner","Choose image for banner"
"Promo Banner","Promo Banner"
"Banner alt","Banner alt"
"Banner image title","Banner image title"
"Content","Content"
"Follow","Follow"
"Pocketbook","Pocketbook"
"SendGrid","SendGrid"
"Authentication","Authentication"
"API Key","API Key"
"Send Method","Send Method"
"Port","Port"
"Email Settings","Email Settings"
"Default subject","Default subject"
"From Name","From Name"
"Sending Address","Sending Address"
"Reply Address","Reply Address"
"Categories","Categories"
"Template","Template"
"Unsubscribe Group","Unsubscribe Group"
"Statistics Settings","Statistics Settings"
"Add New Cart","Add New Cart"
"Send Carts","Send Carts"
"Are you sure you wan't to send emails to selected items?","Are you sure you wan't to send emails to selected items?"
"Are you sure you wan't to delete selected items?","Are you sure you wan't to delete selected items?"
"Enable","Enable"
"Enable Cart","Enable Cart"
"Are you sure you wan't to enable selected items?","Are you sure you wan't to enable selected items?"
"Disable","Disable"
"Disable Cart","Disable Cart"
"Are you sure you wan't to disable selected items?","Are you sure you wan't to disable selected items?"
"ID","ID"
"Created","Created"
"Modified","Modified"
"Send Quotes","Send Quotes"
"Customer","Customer"
"Items count","Items count"
"Items Qty","Items Qty"
"Custom URL","Custom URL"
"Menu Banner","Menu Banner"
"Banner 1 Image","Banner 1 Image"
"Banner 1 Alt","Banner 1 Alt"
"Alt for banner 1","Alt for banner 1"
"Banner 1 Image Title","Banner 1 Image Title"
"Title for banner 1 image","Title for banner 1 image"
"Banner 1 Link","Banner 1 Link"
"Banner Link","Banner Link"
"Banner 2 Image","Banner 2 Image"
"Banner 2 Alt","Banner 2 Alt"
"Alt for banner 2","Alt for banner 2"
"Banner 2 Image Title","Banner 2 Image Title"
"Title for banner 2 image","Title for banner 2 image"
"Banner 2 Link","Banner 2 Link"
"Thank you","Thank you"
"Addresses","Addresses"
"Add Device","Add Device"
"Pay Now", "Pay Now"
"Customize and Add to Cart", "Customize and Add to Cart"
"Go back to product details", "Go back to product details"
"None", "None"
"Quantity", "Quantity"
"Choose a selection...", "Choose a selection..."
"Please type the letters", "Please type the letters"
"Please type the letters below", "Please type the letters below"
"Reload captcha", "Reload captcha"
"Related Products", "Related Products"
"New Products", "New Products"
"Related", "Related"
"Add to Cart", "Add to Cart"
"In stock", "In stock"
"Out of stock", "Out of stock"
"We found other products you might like!", "We found other products you might like!"
"More Choices:", "More Choices:"
"Read a free sample", "Read a free sample"
"You need to install app to read free sample", "You need to install app to read free sample"
"Product status: ", "Product status: "
"Book type: ", "Book type: "
"E-book type: ", "E-book type: "
"Special Price", "Special Price"
"Compare Products", "Compare Products"
"Load More", "Load More"
"Thriller Collection", "Thriller Collection"
"Your order has been placed", "Your order has been placed"
"We’ve sent you a confirmation e-mail", "We’ve sent you a confirmation e-mail"
"Order placed by mistake?", "Order placed by mistake?"
"Click to undo", "Click to undo"
"Create an account to access your content", "Create an account to access your content"
"Create an account to save this order and start reading now.", "Create an account to save this order and start reading now."
"Create account", "Create account"
"Read online", "Read online"
"Download", "Download"
"Your orders", "Your orders"
"Continue Shopping", "Continue Shopping"
"Share", "Share"
"My Cart", "My Cart"
"Remove", "Remove"
"Register", "Register"
"Register by email", "Register by email"
"Address Information", "Address Information"
"Street Address", "Street Address"
"Address", "Address"
"City", "City"
"State/Province", "State/Province"
"Please select a region, state or province.", "Please select a region, state or province."
"Zip/Postal Code", "Zip/Postal Code"
"Country", "Country"
"* Required Fields", "* Required Fields"
"Password", "Password"
"Confirm Password", "Confirm Password"
"Email", "Email"
"I accept and agree to the terms and conditions", "I accept and agree to the terms and conditions"
"Already have an account?", "Already have an account?"
"Sign in", "Sign in"
"Profile", "Profile"
"Subscription option", "Subscription option"
"General Subscription", "General Subscription"
"Save", "Save"
"Back", "Back"
"Please enter your email address below to receive a password reset link.", "Please enter your email address below to receive a password reset link."
"Reset My Password", "Reset My Password"
"Go back", "Go back"
"Password Strength", "Password Strength"
"No Password", "No Password"
"Confirm New Password", "Confirm New Password"
"Forgot Your Password", "Forgot Your Password"
"Set a New Password", "Set a New Password"
"Sign in by email", "Sign in by email"
"Forgot password?", "Forgot password?"
"New Password", "New Password"
"Current Password", "Current Password"
"Change Email", "Change Email"
"Change Password", "Change Password"
"Change Email and Password"
"Change", "Change"
"Name", "Name"
"or", "or"
"Company", "Company"
"Contact Information", "Contact Information"
"Edit", "Edit"
"Newsletters", "Newsletters"
"You are subscribed to ""General Subscription"".", "You are subscribed to ""General Subscription""."
"You aren't subscribed to our newsletter.", "You aren't subscribed to our newsletter."
"Phone Number", "Phone Number"
"Sign Up for Our Newsletter:", "Sign Up for Our Newsletter:"
"Subscribe", "Subscribe"
"Add to Compare", "Add to Compare"
"Learn More", "Learn More"
"Rating", "Rating"
"rating,", "rating,"
"ratings,", "ratings,"
"review", "review"
"reviews", "reviews"
"Be the first to review this product", "Be the first to review this product"
"Back to ", "Back to "
"My Recent Reviews", "My Recent Reviews"
"View All", "View All"
"See full", "See full"
"Items Ordered", "Items Ordered"
"Gift Message for This Order", "Gift Message for This Order"
"From", "From"
"To", "To"
"Recent Orders", "Recent Orders"
"Order #", "Order #"
"Date", "Date"
"Ship To", "Ship To"
"Order Total", "Order Total"
"Status", "Status"
"Action", "Action"
"View Order", "View Order"
"Reorder", "Reorder"
"You have placed no orders.", "You have placed no orders."
"Shipping Method", "Shipping Method"
"No shipping information available", "No shipping information available"
"Payment Method", "Payment Method"
"Shipping Address", "Shipping Address"
"Billing Address", "Billing Address"
"Order status:", "Order status:"
"Purchased on:", "Purchased on:"
"Ship to:", "Ship to:"
"View", "View"
"Reorder", "Reorder"
"You have placed no orders.", "You have placed no orders."
"Shipping status", "Shipping status"
"Print Order", "Print Order"
"Download PDF", "Download PDF"
"Search", "Search"
"Page", "Page"
"First page", "First page"
"Previous", "Previous"
"Next", "Next"
"Last page", "Last page"
"Show", "Show"
"per page", "per page"
"E-readers", "E-readers"
"Language:", "Language:"
"Get the hottest news", "Get the hottest news"
"Want to get books we think you love?", "Want to get books we think you love?"
"Subscribe to newsletter and receive every week the latest news about them", "Subscribe to newsletter and receive every week the latest news about them"
"Select currency", "Select currency"
"Add gift card", "Add gift card"
"Add new payment", "Add new payment"
"Full name", "Full name"
"Card Number", "Card Number"
"Month", "Month"
"Year", "Year"
"Delete", "Delete"
"Last Added Items", "Last Added Items"
"Remove This Item", "Remove This Item"
"Go to Wish List", "Go to Wish List"
"You have no items in your wish list.", "You have no items in your wish list."
"Save for later", "Save for later"
"This Wish List has no Items", "This Wish List has no Items"
"Remove Item", "Remove Item"
"Register with a social network", "Register with a social network"
"Send me a link", "Send me a link"
"No results :(", "No results :("
"Did you mean", "Did you mean"
"Results", "Results"
"You may be interested in", "You may be interested in"
"See all", "See all"
"Pre Order Note", "Pre Order Note"
"Add device", "Add device"
"sample", "sample"
"Select all", "Select all"
"Unselect all", "Unselect all"
"Popular categories", "Popular categories"
"Mystery", "Mystery"
"Romance", "Romance"
"Fantasy", "Fantasy"
"Nonfiction", "Nonfiction"
"Kids", "Kids"
"Biographies", "Biographies"
"Business", "Business"
"Political", "Political"
"Comics", "Comics"
"Drama", "Drama"
"Petry", "Petry"
"History", "History"
"Serial number does not match to the standard", "Serial number does not match to the standard"
"Personal Area", "Personal Area"
"Search..", "Search.."
"Item", "Item"
"Qty", "Qty"
"Price", "Price"
"See price before order confirmation.", "See price before order confirmation."
"What's this?", "What's this?"
"Subtotal", "Subtotal"
"See more", "See more"
"NEW", "NEW"
"HIT", "HIT"
"Sale", "Sale"
"Discount", "Discount"
"More info", "More info"
"Add to Wish List", "Add to Wish List"
"FAQ", "FAQ"
"About Us", "About Us"
"Support", "Support"
"Privacy policy", "Privacy policy"
"Contact Us", "Contact Us"
"PB Cloud", "PB Cloud"
"Any questions?", "Any questions?"
"Please fill in the form", "Please fill in the form"
"device model", "device model"
"Rechnung", "Rechnung"
"Lieferadresse", "Lieferadresse"
"Rechnungsdatum", "Rechnungsdatum"
"Belegnummer", "Belegnummer"
"EUR pro Stck", "EUR pro Stck"
"Lieferschein", "Lieferschein"
"Zwischensumme", "Zwischensumme"
"MwSt. von", "MwSt. von"
"Zahlungsbedingung", "Zahlungsbedingung"
"Lieferbedingung", "Lieferbedingung"
"Lieferadresse", "Lieferadresse"
"Belegnummer", "Belegnummer"
"Ihre Kunden-Nr.", "Ihre Kunden-Nr."
"Ansprechpartner", "Ansprechpartner"
"E-Mail-Adresse", "E-Mail-Adresse"
"Anschrift", "Anschrift"
"Kommunikation", "Kommunikation"
"Bankverbindung", "Bankverbindung"
"Geschäftsführer", "Geschäftsführer"
"Position", "Position"
"Bezeichnung", "Bezeichnung"
"Artikelnummer", "Artikelnummer"
"Menge", "Menge"
"Einzelpreis", "Einzelpreis"
"Gesamtpreis", "Gesamtpreis"
"EUR pro Stck", "EUR pro Stck"
"Lieferschein", "Lieferschein"
"Zwischensumme", "Zwischensumme"
"Language", "Language"
"© 2017 Content Management SA. All rights reserved.", "© 2017 Content Management SA. All rights reserved."
"Weak", "Weak"
"Minimum of different classes of characters in password is 3. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.", "Minimum of different classes of characters in password is 3. Classes of characters: Lower Case, Upper Case, Digits, Special Characters."
"Minimum length of this field must be equal or greater than 8 symbols. Leading and trailing spaces will be ignored.", "Minimum length of this field must be equal or greater than 8 symbols. Leading and trailing spaces will be ignored."
"If you did not make this request, you can ignore this email and your password will remain the same.", "If you did not make this request, you can ignore this email and your password will remain the same."
"If you requested this change, set a new password here:", "If you requested this change, set a new password here:"
"There was recently a request to change the password for your account.", "There was recently a request to change the password for your account."
"Your password reset link has expired.", "Your password reset link has expired."
"Please enter a valid email address (Ex: johndoe@domain.com).", "Please enter a valid email address (Ex: johndoe@domain.com)."
"New Payment","New Payment"
"You already have a coupon for a discount. The new coupon will delete the old one","You already have a coupon for a discount. The new coupon will delete the old one"
"Scan QR code","Scan QR code"
"Gift Card number","Gift Card number"
"Payments","Payments"
"A short description of the products offered", "A short description of the products offered"
"Change", "Change"
"Add all to wish list", "Add all to wish list"
"Sub total:", "Sub total:"
"Add all three to cart", "Add all three to cart"
"items'", "items"
"Chosen", "Chosen"
"Recommended combinations", "Recommended combinations"
"Reload","Reload"
"We can't find products matching the selection.", "We can't find products matching the selection."
"Pre-Order", "Pre-Order"
"See details", "See details"
"Product", "Product"
"Show all", "Show all"
"You have no items to compare.", "You have no items to compare."
"Description", "Description"
"You have no saved items for later.", "You have no saved items for later."
"Electronic books can not be returned", "Electronic books can not be returned"
"Dismiss", "Dismiss"
"Shopping Cart Items", "Shopping Cart Items"
"Clear Shopping Cart", "Clear Shopping Cart"
"Update Shopping Cart", "Update Shopping Cart"
"Writer name", "Writer name"
" Item(s)", " Item(s)"
"1 Click purchase", "1 Click purchase"
"Checkout", "Checkout"
"Login and checkout", "Login and checkout"
"Checkout as a guest", "Checkout as a guest"
"Pay with", "Pay with",
"We can't find products matching the selection.", "We can't find products matching the selection."
"Help and support", "Help and support"
"Contacts", "Contacts"
"For partners", "For partners"
"Terms, Conditions and privacy policy", "Terms, Conditions and privacy policy"
"Return policy", "Return policy"
"Data protection", "Data protection"
"Disclaimer", "Disclaimer"
"Oops! We're sorry.", "Oops! We're sorry."
"Page not found.", "Page not found."
"Back to Home", "Back to Home"
"About PocketBook", "About PocketBook"
"The PocketBook company ranks fourth in the world among the manufacturers of premium e-book readers based on e-ink (""electronic paper"") as well as multimedia readers and tablet computers running the Android operating system.", "The PocketBook company ranks fourth in the world among the manufacturers of premium e-book readers based on e-ink (""electronic paper"") as well as multimedia readers and tablet computers running the Android operating system."
"Founded in 2007, PocketBook is headquartered in Lugano, Switzerland and sells its products in 32 countries worldwide.", "Founded in 2007, PocketBook is headquartered in Lugano, Switzerland and sells its products in 32 countries worldwide."
"The well-rehearsed team of PocketBook employees guarantees the high quality and exclusivity of the products, offers perfection down to the smallest detail and always meets all the requirements that customers place on modern reading.", "The well-rehearsed team of PocketBook employees guarantees the high quality and exclusivity of the products, offers perfection down to the smallest detail and always meets all the requirements that customers place on modern reading."
"In an effort to provide customers with the best products, the company has built several business units focused on developing and maintaining the equipment, developing unique reader software, and building an online platform to conveniently search for the best electronic content are.", "In an effort to provide customers with the best products, the company has built several business units focused on developing and maintaining the equipment, developing unique reader software, and building an online platform to conveniently search for the best electronic content are."
"The company occupies a leading position in the market and offers excellent customer service. Last but not least, the 130 PocketBook service centers distributed throughout the globe ensure this. Comprehensive warranty commitments beyond the legal requirements, the company understands as part of its corporate philosophy.","The company occupies a leading position in the market and offers excellent customer service. Last but not least, the 130 PocketBook service centers distributed throughout the globe ensure this. Comprehensive warranty commitments beyond the legal requirements, the company understands as part of its corporate philosophy."
"In relation to the clearly defined mission of the company, the company PocketBook - in addition to its core business - is pursuing three ambitious projects aimed at promoting reading. For example, the e-book provider offers ""BookLand"", a company-owned electronic content store, ""ReadRate"" a search and referral service, those who enjoy reading, and ""KidRead"", a unique software for children To inspire reading. At the same time, this program helps the young readership to continuously study and constantly review literary knowledge.","In relation to the clearly defined mission of the company, the company PocketBook - in addition to its core business - is pursuing three ambitious projects aimed at promoting reading. For example, the e-book provider offers ""BookLand"", a company-owned electronic content store, ""ReadRate"" a search and referral service, those who enjoy reading, and ""KidRead"", a unique software for children To inspire reading. At the same time, this program helps the young readership to continuously study and constantly review literary knowledge."
"To date, the company has presented more than 30 models of e-ink readers and multimedia tablets on the world market. The big part The majority of the products can be understood as innovative innovations in the field of electronic readers, which receive regular awards. All in all, the company has so far received 10 globally respected prizes - including the acknowledged international ""Red Dot Design Award"".","To date, the company has presented more than 30 models of e-ink readers and multimedia tablets on the world market. The big part The majority of the products can be understood as innovative innovations in the field of electronic readers, which receive regular awards. All in all, the company has so far received 10 globally respected prizes - including the acknowledged international ""Red Dot Design Award""."
"Contacts","Contacts"
"Pocketbook Readers GmbH","Pocketbook Readers GmbH"
"Phone:","Phone:"
"Service","Service"
"free from the German landline","free from the German landline"
"Press contact in German and French","Press contact in German and French"
"Press contact in English and Russian","Press contact in English and Russian"
"The website","The website"
"is an offer from:","is an offer from:"
"Fax:","Fax:"
"Managing Director","Managing Director"
"Information for mass media representatives","Information for mass media representatives"
"We recommend our","We recommend our"
"PPS system","PPS system"
"easyWinArt for your business processes.","easyWinArt for your business processes."
"Source:","Source:"
"Internet law by lawyer","Internet law by lawyer"
"Liability for content","Liability for content"
"The contents of our pages were created with great care , However, we can not assume any liability for the accuracy, completeness and timeliness of the content.","The contents of our pages were created with great care , However, we can not assume any liability for the accuracy, completeness and timeliness of the content."
"As a service provider we are responsible according to § 7 Abs.1 TMG for own contents on these sides according to the general laws. According to §§ 8 to 10 TMG, however, we as a service provider are not obliged to monitor transmitted or stored external information or to investigate circumstances that indicate an illegal activity. Obligations to remove or block the use of information under general law remain unaffected. A liability in this regard, however, is only possible from the date of knowledge of a specific infringement. If we become aware of such violations, we will remove this content immediately.","As a service provider we are responsible according to § 7 Abs.1 TMG for own contents on these sides according to the general laws. According to §§ 8 to 10 TMG, however, we as a service provider are not obliged to monitor transmitted or stored external information or to investigate circumstances that indicate an illegal activity. Obligations to remove or block the use of information under general law remain unaffected. A liability in this regard, however, is only possible from the date of knowledge of a specific infringement. If we become aware of such violations, we will remove this content immediately."
"Liability for links","Liability for links"
"Our offer contains links to external websites of third parties on whose contents we have no influence. Therefore, we can not assume any liability for these external contents. The respective provider or operator of the pages is always responsible for the contents of the linked pages. The linked pages were checked for possible legal violations at the time of linking. Illegal content was not recognizable at the time of linking. However, a permanent content control of the linked pages is not reasonable without concrete evidence of an infringement. Upon notification of violations, we will remove such links immediately.","Our offer contains links to external websites of third parties on whose contents we have no influence. Therefore, we can not assume any liability for these external contents. The respective provider or operator of the pages is always responsible for the contents of the linked pages. The linked pages were checked for possible legal violations at the time of linking. Illegal content was not recognizable at the time of linking. However, a permanent content control of the linked pages is not reasonable without concrete evidence of an infringement. Upon notification of violations, we will remove such links immediately."
"Copyright","Copyright"
"The content and works on these pages created by the site operators are subject to German copyright law. The reproduction, processing, distribution and any kind of exploitation outside the limits of copyright require the written consent of the respective author or creator. Downloads and copies of this site are for private, non-commercial use only. As far as the contents on this side were not created by the operator, the copyrights of third parties are considered. In particular contents of third parties are marked as such. If you should still be aware of a copyright infringement, we ask for a note. Upon notification of violations, we will remove such content immediately.", "The content and works on these pages created by the site operators are subject to German copyright law. The reproduction, processing, distribution and any kind of exploitation outside the limits of copyright require the written consent of the respective author or creator. Downloads and copies of this site are for private, non-commercial use only. As far as the contents on this side were not created by the operator, the copyrights of third parties are considered. In particular contents of third parties are marked as such. If you should still be aware of a copyright infringement, we ask for a note. Upon notification of violations, we will remove such content immediately."
"The use of our website is usually possible without providing personal information. As far as on our sides personal data (for example name, address or eMail addresses) are raised, this takes place, as far as possible, always on freiwilliger basis. These data will not be disclosed to third parties without your explicit consent.","The use of our website is usually possible without providing personal information. As far as on our sides personal data (for example name, address or eMail addresses) are raised, this takes place, as far as possible, always on freiwilliger basis. These data will not be disclosed to third parties without your explicit consent."
"We point out that the data transmission in the Internet (eg in the communication by E-Mail) can exhibit security gaps. A complete protection of the data from access by third parties is not possible.","We point out that the data transmission in the Internet (eg in the communication by E-Mail) can exhibit security gaps. A complete protection of the data from access by third parties is not possible."
"The use of contact data published in the context of the imprint obligation by third parties for sending unsolicited advertising and information materials is hereby expressly excluded. The operators of the pages expressly reserve the right to take legal action in the event of the unsolicited sending of advertising information, such as spam e-mails.","The use of contact data published in the context of the imprint obligation by third parties for sending unsolicited advertising and information materials is hereby expressly excluded. The operators of the pages expressly reserve the right to take legal action in the event of the unsolicited sending of advertising information, such as spam e-mails."
"Find shop","Find shop"
"Search a store","Search a store"
"Customer Care","Customer Care"
"What kind of memory card does the device support?","What kind of memory card does the device support?"
"The device supports the cards in micro SD format. Maximum storage capacity is 32 GB, optimal speed class is from 2 to 10. Please be careful when inserting the card that the card enters the slot, as shown in the full version of the user manual. Please insert the card when the device is turned off and disconnected from the PC.","The device supports the cards in micro SD format. Maximum storage capacity is 32 GB, optimal speed class is from 2 to 10. Please be careful when inserting the card that the card enters the slot, as shown in the full version of the user manual. Please insert the card when the device is turned off and disconnected from the PC."
"Where can I find the password for TTS packets?","Where can I find the password for TTS packets?"
"The installation file for a TTS package must have the PBI extension. The file you downloaded probably has the ZIP format. We recommend downloading this file to PC via Google Chrome or Mozilla Firefox with Windows operating system.","The installation file for a TTS package must have the PBI extension. The file you downloaded probably has the ZIP format. We recommend downloading this file to PC via Google Chrome or Mozilla Firefox with Windows operating system."
"This is an arrow link 1","This is an arrow link 1"
"This is an arrow link 2","This is an arrow link 2"
"This is an arrow link 3","This is an arrow link 3"
"Test description","Test description"
"Benefits of linking readrate account to pocketbook go here.","Benefits of linking readrate account to pocketbook go here."
"Activities that you perform on Pocketbooks.com are now synced with your Readrate account.","Activities that you perform on Pocketbooks.com are now synced with your Readrate account."
"Mon. 9.00-17.00 Accessible from the","Mon. 9.00-17.00 Accessible from the"
"German landline (free)","German landline (free)"
"Attention: no information","Attention: no information"
"about repair and shipment status","about repair and shipment status"
"On selected titles","On selected titles"
"Shop the best books on sale now!","Shop the best books on sale now!"
"Bestseller of the week","Bestseller of the week"
"Christmas gift ideas","Christmas gift ideas"
"Noir books for you","Noir books for you"
"Editorial Pick Title","Editorial Pick Title"
"Descriptive and optional paragraph","Descriptive and optional paragraph"
"Customer Login", "Customer Login"
"Create New Customer Account", "Create New Customer Account"
"Account Dashboard", "Account Dashboard"
"Add New Address", "Add New Address"
"Street Address %1", "Street Address %1"
"Upload your content", "Upload your content"
"Open in app", "Open in app"
"Content and Devices", "Content and Devices"
"Orders", "Orders",
"See all orders", "See all orders"
"Unlink your account","Unlink your account"
"Link your account","Link your account"
"Books and other contents","Books and other contents"
"Open in Cloud","Open in Cloud"
"Book title","Book title"
"Author name","Author name"
"DRM Info","DRM Info"
"Open my Cloud","Open my Cloud"
"Device’s QR Code is in the e-reader’s settings","Device’s QR Code is in the e-reader’s settings"
"Insert the device serial number (available under Settings -> Device informations)","Insert the device serial number (available under Settings -> Device informations)"
"Device serial number","Device serial number"
"Device nickname","Device nickname"
"Firmware update","Firmware update"
"You haven't devices.","You haven't devices."
"Devices","Devices"
"Wishlist","Wishlist"
"Profile","Profile"
"Manage Addresses","Manage Addresses"
"Manage Payment options","Manage Payment options"
"Read Rate","Read Rate"
"BOOKS AND OTHER CONTENT","BOOKS AND OTHER CONTENT"
"Buy","Buy"
"Details","Details"
"More Information","More Information"
"Questions","Questions"
"Choose a file","Choose a file"
"File extensions: JPEG, PNG, GIF.","File extensions: JPEG, PNG, GIF."
"By Genre", "By Genre"
"Cart", "Cart"
"Items %1 to %2 of %3 total", "Items %1 to %2 of %3 total"
"%1 Item", "%1 Item"
"%1 Item(s)", "%1 Item(s)"
"Login By %1", "Login By %1"
"No results :(", "No results :("
"Show more", "Show more"
"Show less", "Show less"
"No value matching the search <b>%s</b>.", "No value matching the search <b>%s</b>."
"Search (%s)", "Search (%s)"
"CMS block with identifier %1 not exist", "CMS block with identifier %1 not exist"
"%s Stck", "%s Stck"
"Position %s", "Position %s"
